4.694760799,0.910398602
4.694935799,0.858265758
4.694935799,0.810164332
4.694935799,0.765292048
4.674340725,0.910363793
4.673468113,0.858265758
4.672595501,0.810181737
4.671722889,0.765326858
4.653920174,0.910276532
4.652000904,0.858248353
4.650255203,0.810216784
4.648509979,0.765414119
4.633500099,0.910154462
4.630532742,0.858213305
4.627740383,0.810251832
4.625297070,0.765518785
4.613079548,0.909997344
4.609065056,0.858161092
4.605400085,0.810304046
4.602084160,0.765658498
4.592833996,0.909787774
4.587597847,0.858108640
4.583059788,0.810373902
4.578871250,0.765833020
4.572413921,0.909543395
4.566130161,0.858021379
4.560719967,0.810443759
4.555658340,0.766042352
4.551993370,0.909246802
4.544662952,0.857934117
4.538379669,0.810530782
4.532620430,0.766269326
4.531398296,0.908915162
4.523195267,0.857829452
4.516039371,0.810618281
4.509407043,0.766548753
4.510977745,0.908531308
4.501727581,0.857707143
4.493699074,0.810722947
4.486194611,0.766845345
4.490557671,0.908112168
4.480434418,0.857585073
4.471184254,0.810845017
4.462981701,0.767176986
4.470137119,0.907658458
4.458967209,0.857427955
4.448843956,0.810967326
4.439942837,0.767526031
4.449717045,0.907152295
4.437499523,0.857270837
4.426504135,0.811089396
4.416729927,0.767927527
4.429121971,0.906611323
4.416032314,0.857096314
4.404163837,0.811246514
4.393517017,0.768346429
4.408701897,0.906035304
4.394390106,0.856904387
4.381823540,0.811386228
4.370479107,0.768800139
4.388106823,0.905407071
4.372922421,0.856712461
4.359483242,0.811560750
4.347266197,0.769288898
4.367511749,0.904761434
4.351455212,0.856502891
4.337142944,0.811717629
4.324227810,0.769795060
4.347091675,0.904045701
4.329987049,0.856258512
4.314803123,0.811909795
4.301014900,0.770353436
4.326496601,0.903312802
4.308519840,0.856031775
4.292462826,0.812101722
4.277976513,0.770911813
4.305902004,0.902544618
4.287052155,0.855769992
4.270122528,0.812293649
4.254938126,0.771522880
4.285306931,0.901724458
4.265584469,0.855507970
4.247956753,0.812503219
4.231725216,0.772151113
4.264537334,0.900869250
4.243942738,0.855228782
4.225616455,0.812729955
4.208686829,0.772814393
4.243942738,0.899996638
4.222475052,0.854932189
4.203276634,0.812956929
4.185648918,0.773512483
4.223173141,0.899071574
4.201007366,0.854617953
4.180936337,0.813183904
4.162610054,0.774228215
4.202578068,0.898111463
4.179365635,0.854303956
4.158596039,0.813428044
4.139571667,0.774978518
4.181808949,0.897116780
4.157897949,0.853972077
4.136430264,0.813689828
4.116533756,0.775764108
4.161039352,0.896087050
4.136430264,0.853640676
4.114089966,0.813951850
4.093669891,0.776566863
4.140270233,0.895022273
4.114788055,0.853273988
4.091750145,0.814213634
4.070631504,0.777404666
4.119500637,0.893940330
4.093320847,0.852924943
4.069584370,0.814492822
4.047593117,0.778259873
4.098556519,0.892805696
4.071678638,0.852541089
4.047244072,0.814772010
4.024729252,0.779149890
4.077787399,0.891653895
4.050036430,0.852156997
4.024903774,0.815068841
4.001865387,0.780057549
4.056843281,0.890467048
4.028569221,0.851755738
4.002737999,0.815383077
3.978827000,0.781000018
4.035899639,0.889262795
4.006927013,0.851336837
3.980397701,0.815679669
3.955963373,0.781959891
4.014955044,0.888006091
3.985284805,0.850917935
3.958232164,0.816011310
3.933099508,0.782937407
3.994011402,0.886731982
3.963642836,0.850481629
3.936066628,0.816325307
3.910235405,0.783949494
3.972893000,0.885440469
3.942000628,0.850045323
3.913726330,0.816657186
3.887546539,0.784996867
3.951948881,0.884113908
3.920533180,0.849591374
3.891560555,0.816988587
3.864682436,0.786044002
3.930830479,0.882752538
3.898890972,0.849137664
3.869394779,0.817337632
3.841818571,0.787126184
3.909711838,0.881374002
3.877074242,0.848666310
3.847054720,0.817686677
3.819129467,0.788242936
3.888418913,0.879977584
3.855432272,0.848177791
3.824888945,0.818053365
3.796440125,0.789360166
3.867300510,0.878564000
3.833790302,0.847689033
3.802723408,0.818419814
3.773576498,0.790511966
3.846007586,0.877115369
3.812148094,0.847200274
3.780557632,0.818786263
3.750887156,0.791681409
3.824888945,0.875631690
3.790505886,0.846694112
3.758391857,0.819152951
3.728197813,0.792885661
3.803595781,0.874148250
3.768689394,0.846170545
3.736226320,0.819536805
3.705683231,0.794089913
3.782128334,0.872647166
3.747047424,0.845646977
3.714060783,0.819920897
3.682993889,0.795329213
3.760835409,0.871111274
3.725230694,0.845123410
3.691895008,0.820304751
3.660478830,0.796568274
3.739367962,0.869575620
3.703588486,0.844582200
3.669903755,0.820706248
3.637789488,0.797842383
3.718074799,0.868004680
3.681771994,0.844041228
3.647738218,0.821107745
3.615274906,0.799133897
3.696607351,0.866416335
3.660130024,0.843482614
3.625572443,0.821509004
3.592760324,0.800425410
3.674965143,0.864828229
3.638313532,0.842924237
3.603406906,0.821927905
3.570245504,0.801751971
3.653497696,0.863222480
3.616496801,0.842348218
3.581415653,0.822329402
3.547905207,0.803095937
3.631855488,0.861599326
3.594680309,0.841789842
3.559249878,0.822748303
3.525390625,0.804439664
3.610213518,0.859958768
3.572863579,0.841196418
3.537258625,0.823167205
3.503050327,0.805801034
3.588571548,0.858317971
3.551047087,0.840620399
3.515093088,0.823586106
3.480710030,0.807197452
3.566929340,0.856660008
3.529230356,0.840026975
3.493101835,0.824022412
3.458369732,0.808576226
3.545287371,0.854984403
3.507413864,0.839433551
3.471110821,0.824441075
3.436029673,0.809990048
3.523470640,0.853309035
3.485597134,0.838822722
3.449119568,0.824877620
3.413689375,0.811403632
3.501654148,0.851616025
3.463780642,0.838229299
3.426954031,0.825313926
3.391349316,0.812834859
3.479837418,0.849923015
3.441789150,0.837618470
3.404962778,0.825750232
3.369183540,0.814283490
3.458020926,0.848230004
3.419972658,0.837007642
3.382971764,0.826186538
3.347018003,0.815732121
3.436204195,0.846519589
3.398155928,0.836379170
3.360980749,0.826622844
3.324852228,0.817198157
3.414212942,0.844809175
3.376164913,0.835768342
3.338989258,0.827059388
3.302686453,0.818664193
3.392221928,0.843081355
3.354173660,0.835140109
3.316998243,0.827495456
3.280695438,0.820147634
3.370230913,0.841370940
3.332356930,0.834511876
3.295181751,0.827932000
3.258529663,0.821631312
3.348239660,0.839643121
3.310365915,0.833883405
3.273190260,0.828368306
3.236538649,0.823114753
3.326074123,0.837932706
3.288374901,0.833255172
3.251199245,0.828822017
3.214547157,0.824615836
